PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY
DC-P-21011,HERBERT L. HUTCHISON LLC,Â ,"139  NORTH CAROLINA AVE, SE ",WASHINGTON,DC,20003,0,NONE
DC-P-21012,"ZJ LIQUORS, LLC",Â ,1007  4TH ST. NE,WASHINGTON,DC,20002,3531,United States
DC-P-21013,BARREL ONE INC.,Â ,500  NE EMERSON ST,WASHINGTON,DC,20017,0,Â 
DC-P-21014,"GOINTRADING PARTNERS, LLC.",Â ,"2939  VAN NESS ST, NW ",WASHINGTON,DC,20008,4603,Â 
DC-P-21015,EXPERIENCE UMBRIA WINES LLC,EXPERIENCE UMBRIA WINES,1629  K ST NW,WASHINGTON,DC,20006,0,Â 
DC-P-21016,PAULA POORANI,ARTISANAL IMPORTERS,12  TIMBER CREEK LN,NEWARK,DC,19711,0,Â 
DC-P-21017,FEDERAL SPIRITS LLC,FEDERAL SPIRITS,1629  K ST. NW,WASHINGTON,DC,20006,0,USA
DC-P-21018,PYRADONIS LLC,PYRADONIS,7408  EASTERN AVE. NW,WASHINGTON,DC,20012,1821,Â 
DC-P-21019,"BLU SKYE DISTRIBUTION, INC.",Â ,1325  G ST,WASHINGTON,DC,20005,3136,USA
DC-P-21020,TAP26 LLC,Â ,1501  CAPITAL STREET SOUTHWEST AVE,WASHINGTON,DC,20003,6611,Â 
DC-P-21021,TRUE CRAFT HOLDINGS L.L.C.,Â ,4221  CONNECTICUT AVE. NW,WASHINGTON,DC,20008,1164,Â 
DC-P-21022,SHAUNA D RUSSELL,LOT 64,"1310  LOCUST RD, NW ",WASHINGTON,DC,20012,1319,Â 
DC-P-21023,"FREDERICK P. WINNER, LTD.",CHESAPEAKE BEVERAGE,3125  V ST NE,DISTRICT OF COLUMBIA,DC,20018,1522,DISTRICT OF COLUMBIA
DC-P-21024,MADIDUS LLC,Â ,2312  WOODRIDGE ST NE,WASHINGTON,DC,20018,0,US
DC-P-3578,"WIDE WORLD IMPORTS, INC.",Â ,1523 22ND ST NW,WASHINGTON,DC,20037,1005,DISTRICT OF COLUMBIA
DC-P-3692,"SUPERIOR BEVERAGES, INC.",Â ,2815 V ST NE,WASHINGTON,DC,20018,1516,DISTRICT OF COLUMBIA
DC-P-3697,"MULTINATIONAL BUSINESS SERVICES, INC.",Â ,11 DUPONT CIR NW,WASHINGTON,DC,20036,1231,DISTRICT OF COLUMBIA
DC-P-3702,THE OLDE HEURICH BREWING COMPANY,HEURICH'S ORIGINAL LAGER BEER COMPANY,1307 NEW HAMPSHIRE AVENUE NW,WASHINGTON,DC,20036,3246,DISTRICT OF COLUMBIA
DC-P-3709,"DOPS, INC.",Â ,2611 EVARTS ST NE,WASHINGTON,DC,20018,1430,DISTRICT OF COLUMBIA
DC-P-3712,"OLD VIC DISTRIBUTORS, INC.",Â ,1015 18TH ST NW,WASHINGTON,DC,20036,5209,DISTRICT OF COLUMBIA
DC-P-3713,"HOWARD T. ROBINSON ENTERPRISES, INC.",Â ,934 RHODE ISLAND AVE NE,WASHINGTON,DC,20018,1734,DISTRICT OF COLUMBIA
DC-P-3717,"A. V. IMPORTS, INC.",Â ,6856 EASTERN AVE NW,WASHINGTON,DC,20012,2112,DISTRICT OF COLUMBIA
DC-P-3718,"TADESSE, INC.",Â ,4400 CONNECTICUT AVE NW,WASHINGTON,DC,20008,2301,DISTRICT OF COLUMBIA
DC-P-3723,"EDUARD A. LOPEZ & CO., INC.",Â ,3213 FOXHALL RD NW,WASHINGTON,DC,20016,3434,DISTRICT OF COLUMBIA
DC-P-3729,TRADESOUTH INTERNATIONAL INCORPORATED,Â ,6500 CHILLUM PL NW,WASHINGTON,DC,20012,0,DC
DC-P-3732,NEW DA HSIN TRADING INC.,Â ,811 7TH ST NW,WASHINGTON,DC,20001,3717,DISTRICT OF COLUMBIA
DC-P-3734,"QUALITY BRANDS, INC.",INTERNATIONAL DISTRIBUTORS,3045 V ST NE,WASHINGTON,DC,20018,1520,DISTRICT OF COLUMBIA
DC-P-3740,"PREMIUM DISTRIBUTORS OF WASHINGTON, D.C., L.L.C.",Â ,3500 FORT LINCOLN  DR NE,WASHINGTON,DC,20018,4309,DISTRICT OF COLUMBIA
DC-P-3742,MACARTHUR LIQUORS INC.,Â ,4877 MACARTHUR BLVD NW,WASHINGTON,DC,20007,1578,DISTRICT OF COLUMBIA
DC-P-3746,"OASIS INTERNATIONAL, INC.",Â ,1901 L ST NW,WASHINGTON,DC,20036,3529,DISTRICT OF COLUMBIA
DC-P-3747,"FRANKLIN SELECTIONS, INC.",Â ,1101 2ND ST NE,WASHINGTON,DC,20002,3403,DISTRICT OF COLUMBIA
DC-P-3748,"CAPITAL EAGLE, INC.",Â ,2815 V ST NE,WASHINGTON,DC,20018,1516,DISTRICT OF COLUMBIA
DC-P-3756,ANTHONY F. OPARE,GHANA  CAFE,2305 18TH ST NW,WASHINGTON,DC,20009,1834,DISTRICT OF COLUMBIA
DC-P-3757,"HERITAGE INTERNATIONAL, LLC",Â ,805 15TH ST NW,WASHINGTON,DC,20005,2289,DISTRICT OF COLUMBIA
DC-P-3759,"WASHINGTON WHOLESALE LIQUOR COMPANY, LLC",Â ,2800 V ST NE,WASHINGTON,DC,20018,1517,DISTRICT OF COLUMBIA
DC-P-3760,"ELITE WINES IMPORTS, INC.",ELITE WINES,1832 FENWICK ST NE,WASHINGTON,DC,20002,1710,DISTRICT OF COLUMBIA
DC-P-3761,"AMERICAN GOURMET FOODS, INC.",Â ,3525 V ST NE,WASHINGTON,DC,20018,1530,DISTRICT OF COLUMBIA
DC-P-3762,"DCV, L.L.C.",Â ,1312 MASSACHUSETTS AVE NW,WASHINGTON,DC,20005,4173,DISTRICT OF COLUMBIA
DC-P-3764,"HOUSE OF WINES, INC.",Â ,6500 CHILLUM PL NW,WASHINGTON,DC,20012,2136,DISTRICT OF COLUMBIA
DC-P-3767,"PILSNER URQUELL USA, INC.",Â ,1201 PENNSYLVANIA AVE NW,WASHINGTON,DC,20004,2436,DISTRICT OF COLUMBIA
DC-P-3768,VINTAGE '59 IMPORTS LLC,Â ,2800 JENNIFER ST NW,WASHINGTON,DC,20015,1336,DISTRICT OF COLUMBIA
DC-P-3770,"WINEBOW, INC.",Â ,500 EMERSON ST NE,WASHINGTON,DC,20011,6318,DISTRICT OF COLUMBIA
DE-P-15000,"DELMAR WINES, LLC",Â ,522 CINDY LN,SMYRNA,DE,19977,1606,KENT
DE-P-15002,J.V. IMPORTERS INC.,Â ,5616 KIRKWOOD  HWY,WILMINGTON,DE,19808,5004,NEW CASTLE
DE-P-15003,"SOUTHERN GRAPES, LLC",Â ,1220 N MARKET ST,WILMINGTON,DE,19801,2598,NEW CASTLE
DE-P-15007,EMPEROR'S BRAND LLC,EMPEROR'S BRAND,3501 SILVERSIDE  RD,WILMINGTON,DE,19810,4910,NEW CASTLE
DE-P-15010,"GLOBAL FINE WINES & SPIRITS, L.L.C.",Â ,57 MCMILLAN  WAY,NEWARK,DE,19713,3420,NEW CASTLE
DE-P-15012,"EAST COAST IMPORTERS, LLC",Â ,104 BAYFRONT DR,OCEAN VIEW,DE,19970,2712,SUSSEX
DE-P-15013,TOP SHELF IMPORTS INC.,TOP SHELF IMPORTS,1616 BOLTON RD,WILMINGTON,DE,19810,1649,NEW CASTLE
DE-P-15014,"ENDANGERED WINES, LLC",ENDANGERED WINES,100 PHILADELPHIA PIKE,WILMINGTON,DE,19809,3180,NEW CASTLE
DE-P-15016,"WINE WORX, LLC",FENWICK WINE CELLARS,38016 FENWICK SHOALS BLVD,SELBYVILLE,DE,19975,9119,SUSSEX
DE-P-15017,PRESTIGE BEVERAGE GROUP OF DELAWARE LLC,Â ,1267 OLD COOCHES BRIDGE RD,NEWARK,DE,19713,2336,NEW CASTLE
DE-P-15018,NORTH FORK LLC,Â ,310 SPRINGHOUSE LN,HOCKESSIN,DE,19707,9689,NEW CASTLE
DE-P-15019,"TRANSPARENT DISTRIBUTION, LLC",Â ,,LEWES,DE,19958,0,SUSSEX
DE-P-15020,"CW SELECTION, INC.",Â ,16192 COASTAL HWY,LEWES,DE,19958,3608,SUSSEX
DE-P-15021,"SORVINO WINES, L.L.C.",Â ,131 CONTINENTAL DR,NEWARK,DE,19713,4308,NEW CASTLE
DE-P-15022,UNPLUGGED AND UNCORKED LLC,UNPLUGGED AND UNCORKED,32487 MARINERS WAY,MILLSBORO,DE,19966,4469,SUSSEX
DE-P-15023,TEXAVINO LLC,TEXAVINO,3422 OLD CAPITOL TRL,WILMINGTON,DE,19808,6124,NEW CASTLE
DE-P-15024,BB WINES LLC,GLOBAL WINES OF DELAWARE,714 INTERCHANGE BLVD,NEWARK,DE,19711,3595,NEW CASTLE
DE-P-15025,PM SPIRITS LLC,Â ,1220 N MARKET ST,WILMINGTON,DE,19801,2595,NEW CASTLE
DE-P-15026,ACME SPIRITS LLC,L'ARTISAN DUCOGNAC,3500 S DUPONT HWY,DOVER,DE,19901,6041,KENT
DE-P-15028,MATTHEW ELLIS,FROZEN LICKS,16048 LONG BRANCH RD,GREENWOOD,DE,19950,0,SUSSEX
DE-P-20019,"WORLD CLASS WHOLESALE, LLC",Â ,13 PARKWAY CIR,NEW CASTLE,DE,19720,4077,Â 
DE-P-21001,"LOCAL INFUSIONS, LLC",Â ,1201 N ORANGE ST,WILMINGTON,DE,19801,1173,New Castle
DE-P-21003,"ELENEZ & NUGENT DISTRIBUTIONS, LLC",Â ,2711 CENTERVILLE RD,WILMINGTON,DE,19808,1645,New Castle
DE-P-21004,EKLEKTIKON LLC,Â ,1201 N ORANGE ST,WILMINGTON,DE,19801,1186,Â 
DE-P-21007,420 SPIRITS INC.,Â ,1521 CONCORD PIKE,WILMINGTON,DE,19803,0,NEW CASTLE
DE-P-21008,"ISLAND DISTRIBUTING, LLC",ISLAND DISTRIBUTING,200 BUSINESS PARK LN,MILTON,DE,19968,1063,Sussex
DE-P-21009,"LITTLE PEACOCK IMPORTS, LLC",Â ,605  N MARKET ST,WILMINGTON,DE,19801,0,Â 
DE-P-21010,ESOTERIC BRANDS INTERNATIONAL LLC,Â ,2711  CENTERVILLE RD,WILMINGTON,DE,19808,1645,Â 
DE-P-21011,ADEBAYO MICHAEL GBADEBO,FLLET AIR CARGO,303  E PEMBROOKE DR,SMYRNA,DE,19977,4004,Kent
DE-P-21012,"WINELIFE365, LLC",Â ,106  BLUE ROCK RD,WILMINGTON,DE,19809,3214,Â 
DE-P-21013,OPICI FAMILY DISTRIBUTING OF DELAWARE LLC,Â ,402  MECO DR,WILMINGTON,DE,19804,1112,Â 
DE-P-21014,IMAGE WINE CELLARS INC.,Â ,3002  STONE PL,NEWARK,DE,19702,4418,New Castle
DE-P-21015,OPERA WINE OF DELAWARE LLP,Â ,216  WEBB ST,WILMINGTON,DE,19805,0,Â 
DE-P-21016,SPOTTY DOG LLC,Â ,1427  WOODLAWN AVE,WILMINGTON,DE,19806,2447,Newcastle
DE-P-21017,SNG GLOBAL LLC,Â ,262  CHAPMAN RD,NEWARK,DE,19702,0,New Castle
DE-P-21018,"REGAL WINE IMPORTS, INC.",Â ,45  GERMAY DR,WILMINGTON,DE,19804,0,New Castle
DE-P-21019,SANG DE LA TERRE LTD,Â ,314  ROBINSON LN,WILMINGTON,DE,19805,0,New Castle
DE-P-21020,"PAMPELONNE, LLC",PAMPELONNE,1521  CONCORD PIKE,WILMINGTON,DE,19803,3644,Â 
DE-P-21021,BLUE SPIKE USA INC.,Â ,2915  OGLETOWN RD,NEWARK,DE,19713,0,Â 
DE-P-21022,PREMIER DISTRIBUTION LLC,Â ,315  ROBINSON LN,WILMINGTON,DE,19805,4690,Â 
DE-P-21023,PAREDES & BRODIE ACQUISITION INC.,Â ,1000  N WEST ST,WILMINGTON,DE,19801,1000,Â 
DE-P-21024,POSEIDON SPIRITS LLC,Â ,1007  N ORANGE ST,WILMINGTON,DE,19801,1236,Â 
DE-P-21025,NAVILLUS WINES LLC,Â ,28306  LEWESGEORGETOWN HWY,MILTON,DE,19968,0,Sussex
DE-P-21026,ANGLO-CANADIAN BREWING COMPANY,ANGLO CANADIAN BEER COMPANY,3524  SILVERSIDE RD,WILMINGTON,DE,19810,4929,New Castle
DE-P-21027,"MONSIEUR TOUTON SELECTION (DE), LTD.",Â ,601  CORNELL DR,WILMINGTON,DE,19801,5789,Â 
DE-P-3487,DELAWARE BEVERAGE COMPANY,Â ,3029 BOWLARAMA DR,NEW CASTLE,DE,19720,1316,NEW CASTLE
DE-P-3499,DOVER AIR FORCE BASE VI STORE,Â ,BUILDING 1324,DOVER AIR FORCE BASE,DE,19902,0,KENT
DE-P-3500,"VINTAGE IMPORTS, INC.",Â ,79 ALBE DR,NEWARK,DE,19702,1346,NEW CASTLE
DE-P-3507,"TRADEWINES, INC.",Â ,2836 KENNEDY RD,WILMINGTON,DE,19810,3430,NEW CASTLE
DE-P-3513,"PREMIER DISTRIBUTING COMPANY, INC.",Â ,315 ROBINSON LN,WILMINGTON,DE,19805,4690,NEW CASTLE
DE-P-3516,"JWA, INC.",Â ,45 GERMAY DR,WILMINGTON,DE,19804,1126,NEW CASTLE
DE-P-3517,"DOPS, INC.",Â ,110 EXECUTIVE DR,NEWARK,DE,19702,3352,NEW CASTLE
DE-P-3518,VINEXPORT CORP.,"NOBLE HARVEST, LTD.",100 NAAMAN RD S,CLAYMONT,DE,19703,2704,NEW CASTLE
DE-P-3519,TOVTRY IMPORTING INC.,PRISTINE,802 WEST ST,WILMINGTON,DE,19801,0,KENT
DE-P-3731,"BACCHUS IMPORTERS, LTD.",Â ,1259-1261 OLD COOCH'S BRIDGE RD,NEWARK,DE,19713,0,NEW CASTLE
DE-P-3733,"BRANDYWINE CIDER COMPANY, LLC",Â ,2205 OLD KENNETT RD,GREENVILLE,DE,19807,1549,NEW CASTLE
DE-P-3734,"THE COUNTRY VINTNER, LLC",Â ,816 INTERCHANGE BLVD,NEWARK,DE,19711,3570,NEW CASTLE
DE-P-3735,"NKS DISTRIBUTORS, INC.",CENTURY WINE & SPIRITS,399 NEW CHURCHMANS RD,NEW CASTLE,DE,19720,3111,NEW CASTLE
DE-P-3736,"N.K.S. DISTRIBUTORS, INC.",CENTURY WINE & SPIRITS,"MASTEN INDUSTRIAL PARK, MASTEN CIRCLE ",MILFORD,DE,19963,0,SUSSEX
DE-P-3737,"SOUTHERN WINE & SPIRITS OF DELAWARE, LLC",Â ,615 LAMBSON LN,NEW CASTLE,DE,19720,2103,NEW CASTLE
FL-P-1205,"STARBOARD CRUISE SERVICES, INC",Â ,9290 NW 112 AVE,MIAMI,FL,33178,0,MIAMI-DADE
FL-P-1266,"S. R. PERROTT, INC.",Â ,30 N PERROTT DR,ORMOND BEACH,FL,32174,4523,VOLUSIA
FL-P-1363,SCHENCK COMPANY,Â ,3964 SHADER RD,ORLANDO,FL,32808,3133,ORANGE
FL-P-1486,"ST. JOHN'S BEVERAGE CO., INC.",Â ,1221 SE VEITCH ST,GAINESVILLE,FL,32601,7918,ALACHUA
FL-P-15000,"HOMETOWN BEVERAGE DISTRIBUTORS, INC.",Â ,7910 NW 66TH ST,MIAMI,FL,33166,2727,MIAMI-DADE
FL-P-15002,"COLLI COMPANY, INC.",Â ,414 CABOOSE LN,VALRICO,FL,33594,6809,HILLSBOROUGH
FL-P-15003,"IMPORTS UNLIMITED, LLC",Â ,1522 SAINT EDMUNDS  PL,HEATHROW,FL,32746,1998,SEMINOLE
FL-P-15005,"GCIC INTERNATIONAL, LLC",Â ,247 CORNELL RD,VENICE,FL,34293,6559,SARASOTA
FL-P-15006,"GOOSE CREEK, INC.",Â ,5907 SW 69TH ST,SOUTH MIAMI,FL,33143,3534,MIAMI-DADE
FL-P-15007,"ARAGUA SERVICES, INC.",Â ,444 BRICKELL AVE,MIAMI,FL,33131,2488,MIAMI-DADE
FL-P-15009,JOANNE C. LOMBARDO,Â ,2064 SW MOCKINGBIRD LN,PALM CITY,FL,34990,2418,MARTIN
FL-P-15010,MAYS UNIVERSE INC.,Â ,377 W MALLORY CIR,DELRAY BEACH,FL,33483,5279,PALM BEACH
FL-P-15011,"PECOS TRADING, CORP.",ARTISAN BRANDS,7771 NW 146 ST,MIAMI LAKES,FL,33016,1559,MIAMI-DADE
FL-P-15012,"THE BROOM CLOSET, INC.",V-S DISTRIBUTION,1274 SUNBURY RD,FT MYERS,FL,33901,8739,LEE
FL-P-15014,"WINDER ENTERPRISES, INC.",Â ,1921B 5TH AVE S,ST PETERSBURG,FL,33712,1323,PINELLAS
FL-P-15015,"SONOMA WINE GROUP, INC.",Â ,200 BREVARD AVE,COCOA,FL,32922,7909,BREVARD
FL-P-15016,BEAUTIFUL BREWS INC.,BEAUTIFUL BREWS,1200 HOLLAND DR,BOCA RATON,FL,33487,2703,PALM BEACH
FL-P-15017,"SARMAN WINE & OILS DISTRIBUTORS, INC.",Â ,6995 NW 82ND AVE,MIAMI,FL,33166,2745,MIAMI-DADE
FL-P-15019,"MORGAN BROTHERS IMPORTS, CORPORATION",Â ,1965 S OCEAN  DR,HALLANDALE,FL,33009,5923,BROWARD
FL-P-1502,"GREAT BAY DISTRIBUTORS, INC.",Â ,2310 STARKEY RD,LARGO,FL,33771,3852,PINELLAS
FL-P-15020,"T&TK DISTRIBUTORS, LLC",Â ,11807 LITTLE RD,NEW PORT RICHEY,FL,34654,1012,PASCO
FL-P-15021,"LLANDAR, INC.",Â ,1900 VIRGINIA AVE,FORT MYERS,FL,33901,3384,LEE
FL-P-15022,THOROUGHBRED DISTRIBUTION COMPANY,THE COUNTRY VINTNER,11316 N 46TH ST,TAMPA,FL,33617,2002,HILLSBOROUGH
FL-P-15023,"MEL & TODD'S WINE DEPOT, L.L.C.",Â ,15850 PINE RIDGE RD,FORT MYERS,FL,33908,2660,LEE
FL-P-15024,"WT LOGISTICS, LLC.",Â ,3620 NW 114 AVE,DORAL,FL,33178,1842,MIAMI-DADE
FL-P-15025,"CORK ALLIANCE, INC.",Â ,8356 NW 30TH TER,DORAL,FL,33122,1915,MIAMI-DADE
FL-P-15026,KIOMS LLC,Â ,5361 NW 112TH CT,MIAMI,FL,33178,3516,MIAMI-DADE
FL-P-15027,TROPICAL PURCHASING COMPANY,TROPICAL PURCHASING COMPANY,1907 NE 154TH ST,NORTH MIAMI BEACH,FL,33162,6088,MIAMI-DADE
FL-P-15028,"OCEAN & LAND WINES AND SPIRIT, LLC",OCEAN & LAND WINES AND SPIRIT,7360 NW 78TH ST,MIAMI,FL,33166,2208,MIAMI-DADE
FL-P-15029,"R J L O'CONNELL, INC.",R J L O'CONNELL,901 PALACIO DE AUILA,TAMPA,FL,33613,0,HILLSBOROUGH
FL-P-15030,"TEQUILA SPIRITS ENTERPRISE, LLC",TEQUILA SPIRITS,2880 B RD,LOXAHATCHEE,FL,33470,4242,PALM BEACH
FL-P-15031,COOGEE IMPORTS LLC,Â ,2479 EUNICE AVE,ORLANDO,FL,32808,4609,ORANGE
FL-P-15032,"AXEN GROUP, INC.",MEDITERRANEAN WINES,1275 BENNETT DR,LONGWOOD,FL,32750,7632,SEMINOLE
FL-P-15033,"ALBATROS INTERNATIONAL, INC.",Â ,8200 BOGGY CREEK RD,ORLANDO,FL,32824,7968,ORANGE
FL-P-15034,"WORLDWIDE IMPORT GROUP, LLC",WORLDWIDE IMPORT GROUP,6270  EDGEWATER DR,ORLANDO,FL,32810,4700,ORANGE
FL-P-15035,TAKE LITTLE BITES LLC,Â ,1601 COMMERCE LN,JUPITER,FL,33458,8818,PALM BEACH
FL-P-15037,ALANTRA MARKETING SERVICES INC.,PATAVIUM WINE MERCHANTS,2024 NE 16TH ST,NORTH MIAMI BEACH,FL,33162,4918,MIAMI-DADE
FL-P-15038,"FRATELLO INTERNATIONAL, LLC",Â ,635 W MICHIGAN ST,ORLANDO,FL,32805,6203,ORANGE
FL-P-15040,"BERNIKO, LLC",Â ,8600 NW 30TH TER,MIAMI,FL,33122,1909,MIAMI-DADE
FL-P-15043,"WINERY CONCEPTS OF MAINE, LLC",Â ,57  OSPREY CIR,PALM COAST,FL,32137,4532,FLAGLER
FL-P-15044,PADANIA WINES LLC,Â ,90 SW 8TH ST,MIAMI,FL,33130,3012,MIAMI-DADE
FL-P-15045,THE H.T. HACKNEY CO.,Â ,9330 E ADAMO DR,TAMPA,FL,33619,2606,HILLSBOROUGH
FL-P-15047,"THE FRANK PESCE INTERNATIONAL GROUP, L.L.C.",Â ,1200 CLINT MOORE RD,BOCA RATON,FL,33487,2731,PALM BEACH
FL-P-15048,PAREDES DESIGN CONSULTANTS CORP.,PAREDES RESERVE,11341 INTERCHANGE CIR S,MIRAMAR,FL,33025,6008,BROWARD
FL-P-15049,"GLOBAL WINES, L.L.C.",G WINES,1340 STIRLING RD,DANIA BEACH,FL,33004,3539,BROWARD
FL-P-15050,"SIEMA, L.L.C.",SIEMA WINES,1747 INDEPENDENCE BLVD,SARASOTA,FL,34234,2196,SARASOTA
FL-P-15051,"PYRAMID TECHNOLOGY, INC.",Â ,1420 ALAFAYA TRL,OVIEDO,FL,32765,4506,SEMINOLE
FL-P-15053,SIRIUS IMPORTS CORPORATION,Â ,5240 SW 89TH PL,MIAMI,FL,33165,6621,MIAMI-DADE
FL-P-15054,"ITC JAPANESE FOOD DISTRIBUTORS, INC.",ITC JAPANESE FOOD DISTRIBUTORS,8850 NW 102ND ST,MEDLEY,FL,33178,1339,MIAMI-DADE
FL-P-15055,"VODKA SLAVIANSKAYA, INC.",NORTH AMERICAN IMPORTERS GROUP,6088  TAYLOR RD,NAPLES,FL,34109,0,COLLIER
FL-P-15056,"CHOUCOUNE EXPORT AND IMPORT, INC",Â ,2427 BISCAYNE BLVD,MIAMI,FL,33137,4515,MIAMI-DADE
FL-P-15057,"MILENIUM ENTERPRISES, INC",Â ,921 NE 79TH ST,MIAMI,FL,33138,4715,MIAMI-DADE
FL-P-15058,LECH POL-ART INC.,Â ,14605 49TH ST N,CLEARWATER,FL,33762,2837,PINELLAS
FL-P-15059,"SHOTGUN BEVERAGES, LLC",Â ,705 WASHINGTON AVE,MIAMI BEACH,FL,33139,6209,MIAMI-DADE
FL-P-15060,"LA CIGALE, LLC",Â ,1200 REAR DUVAL ST,KEY WEST,FL,33040,3167,MONROE
FL-P-15061,SYNERGY TRANSWORLD INC.,Â ,8838 W FLAGLER ST,MIAMI,FL,33174,3918,MIAMI-DADE
FL-P-15062,"DUTY FREE AMERICAS, INC.",Â ,6100 HOLLYWOOD  BLVD,HOLLYWOOD,FL,33024,7900,BROWARD
FL-P-15063,HAVANA BAY BEVERAGE DISTRIBUTORS INC,Â ,3310 SW 11TH ST,DEERFIELD BEACH,FL,33442,8145,BROWARD
FL-P-15064,"RUSS AVIA EXPORT, INC.",Â ,1965 S OCEAN  DR,HALLANDALE,FL,33009,5923,BROWARD
FL-P-15067,"UNDERDOG DISTRIBUTORS, INC",Â ,3212 N 40TH ST,TAMPA,FL,33605,2355,HILLSBOROUGH
FL-P-15068,VIKING MARITIME SUPPLY OF FLORIDA INC.,Â ,862 W 13TH CT,RIVIERA BEACH,FL,33404,6727,PALM BEACH
FL-P-15069,"KOPSTAD IMPORTS, LLC",SEA BREEZE WINES,6602 26TH CT E,SARASOTA,FL,34243,0,MANATEE
FL-P-15071,"MERIC INTERNATIONAL, LTD CO.",Â ,3300 NE 191ST ST,AVENTURA,FL,33180,2448,MIAMI-DADE
FL-P-15072,"SOUTHERN WINE & SPIRITS OF AMERICA, INC.",Â ,4440 OLD TAMPA HWY,LAKELAND,FL,33811,1135,POLK
FL-P-15073,UNIVERSAL WINE CORPORATION,Â ,4025 TAMPA RD,OLDSMAR,FL,34677,3214,PINELLAS
FL-P-15074,"CC DISTRIBUTION, LLC",Â ,10890 SW 186TH  ST,MIAMI,FL,33157,6788,MIAMI-DADE
FL-P-15075,"LDK CONCEPTS, INC.",SAILORS RUM COMPANY,6509  CARTMEL  LN,WINDERMERE,FL,34786,5423,ORANGE
FL-P-15076,DIJO IN USA LLC,Â ,455 S NOVA RD,ORMOND BEACH,FL,32174,6138,VOLUSIA
FL-P-15077,"SWISSCO, INC.",Â ,9455  NW 40TH  STREET RD,MIAMI,FL,33178,2377,MIAMI-DADE
FL-P-15079,BAIREID WINE COMPANY,Â ,1212 N 39TH ST,TAMPA,FL,33605,5898,HILLSBOROUGH
FL-P-15081,BRAD C. EMLER AND ANTHONY T. MOYER,NEW YORK UNCORKED DISTRIBUTORS,6173 BELLE RIVE CT,JACKSONVILLE,FL,32256,8480,DUVAL
FL-P-15082,JEREZ GROUP INC.,Â ,4033 SW 96TH AVE,MIAMI,FL,33165,5104,MIAMI-DADE
FL-P-15083,BLACK ART BEER IMPORTERS INC,Â ,4699 N STATE RD,TAMARAC,FL,33319,5888,BROWARD
FL-P-15084,"GOLD COAST BEVERAGE DISTRIBUTORS, INC.",Â ,1000 PARK OF COMMERCE BLVD,HOMESTEAD,FL,33035,1201,MIAMI-DADE
FL-P-15085,"SELECT SPIRITS, INC.",Â ,1275 BENNETT DR,LONGWOOD,FL,32750,7630,SEMINOLE
FL-P-15087,INTERTRADE BEVERAGES LLC,Â ,8105 NW 77TH ST,MIAMI,FL,33166,2199,MIAMI-DADE
FL-P-15088,"PIMARO, CORP.",Â ,8366 NW 68TH ST,MIAMI,FL,33166,2655,MIAMI-DADE
FL-P-15089,"KINDRED SPIRITS OF NORTH AMERICA, INC.",Â ,12000 BISCAYNE BLVD,MIAMI,FL,33181,2725,MIAMI-DADE
FL-P-15090,"LMW SHOP ASSOCIATES, LLC",LET'S MAKE WINE,1080 LINTON BLVD,DELRAY BEACH,FL,33444,1125,PALM BEACH
FL-P-15091,MIAMI INTERNATIONAL TRADERS CORPORATION,Â ,10230 NW SOUTH RIVER DR,MEDLEY,FL,33178,1322,MIAMI-DADE
FL-P-15092,"AMAVINI, INC.",Â ,10913  NE 9 COURT,MIAMI,FL,33161,7603,MIAMI-DADE
FL-P-15093,"STRAIGHT FROM THE VINE, INC.",ROSEVINE WINERY,11686A US HIGHWAY 1,NORTH PALM BEACH,FL,33408,3015,PALM BEACH
FL-P-15094,ANSON IMPORTS LTD. CO.,Â ,11943 NW 37TH ST,CORAL SPRINGS,FL,33065,2500,BROWARD
FL-P-15096,"DUTY FREE AMERICAS MIAMI, LLC",DUTY FREE AMERICAS,6100 HOLLYWOOD BLVD,HOLLYWOOD,FL,33024,7900,BROWARD
FL-P-15097,COZA INTERNATIONAL CORP.,Â ,5509 NW 72ND AVE,MIAMI,FL,33166,4205,MIAMI-DADE
FL-P-15098,"DIVINO GLOBAL IMPORTS, CORP.",Â ,10219 GENERAL DR,ORLANDO,FL,32824,8529,ORANGE
FL-P-15099,"FAR SIDE OF THE WORLD IMPORTS, INC.",Â ,11265 NW 18TH CT,PLANTATION,FL,33323,2216,BROWARD
FL-P-15100,RACHNA MEHRA,WINES UNLIMITED USA,331 CATFISH CREEK RD,LAKE PLACID,FL,33852,9030,HIGHLANDS
FL-P-15102,SOB IMPORTERS LLC,Â ,738 S 50TH  ST,TAMPA,FL,33619,3624,HILLSBOROUGH
FL-P-15103,"MAESTRI MERCHANTS, LLC",Â ,8777 SW 133RD ST,MIAMI,FL,33176,5928,MIAMI-DADE
FL-P-15105,"CJR SALES & DISTRIBUTING CO., INC.",CJR SALES & DISTRIBUTING CO.,2302 HENDERSON WAY,PLANT CITY,FL,33566,7904,HILLSBOROUGH
FL-P-15106,"BARBOSA ENTERPRISES, INC.",Â ,47 NANCY LN,SANTA ROSA BEACH,FL,32459,4259,WALTON
FL-P-15107,"AMERICAN BEVERAGE DEPOT, LLC",Â ,7350 NW 77TH ST,MEDLEY,FL,33166,2206,MIAMI-DADE
